id,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT
1273,202007,제주,과실 및 채소 소매업,791729900.0
1274,202007,제주,관광 민예품 및 선물용품 소매업,137292672.0
1275,202007,제주,그외 기타 분류안된 오락관련 서비스업,4934073.0
1276,202007,제주,그외 기타 스포츠시설 운영업,0.0
1277,202007,제주,그외 기타 종합 소매업,4354705606.0
1278,202007,제주,기타 대형 종합 소매업,9108231506.0
1279,202007,제주,기타 수상오락 서비스업,7308444.0
1280,202007,제주,기타 외국식 음식점업,628551210.0
1281,202007,제주,기타 주점업,1382799502.0
1282,202007,제주,기타음식료품위주종합소매업,6050235970.0
1283,202007,제주,내항 여객 운송업,148035761.0
1284,202007,제주,마사지업,15522005.0
1285,202007,제주,면세점,5763996967.0
1286,202007,제주,버스 운송업,0.0
1287,202007,제주,비알콜 음료점업,934582504.0
1288,202007,제주,빵 및 과자류 소매업,1310086103.0
1289,202007,제주,서양식 음식점업,2626241393.0
1290,202007,제주,수산물 소매업,935693492.0
1291,202007,제주,슈퍼마켓,17588063941.0
1292,202007,제주,스포츠 및 레크레이션 용품 임대업,2920279601.0
1293,202007,제주,여관업,733217255.0
1294,202007,제주,여행사업,22928811.0
1295,202007,제주,욕탕업,266029622.0
1296,202007,제주,육류 소매업,1456389967.0
1297,202007,제주,일반유흥 주점업,2125473231.0
1298,202007,제주,일식 음식점업,1443488968.0
1299,202007,제주,자동차 임대업,519023335.0
1300,202007,제주,전시 및 행사 대행업,135800537.0
1301,202007,제주,정기 항공 운송업,646536044.0
1302,202007,제주,중식 음식점업,1251383541.0
1303,202007,제주,차량용 가스 충전업,793282001.0
1304,202007,제주,차량용 주유소 운영업,16492614395.0
1305,202007,제주,체인화 편의점,10058307560.0
1306,202007,제주,택시 운송업,1106905.0
1307,202007,제주,피자 햄버거 샌드위치 및 유사 음식점업,1399903163.0
1308,202007,제주,한식 음식점업,26039980046.0
1309,202007,제주,호텔업,541741715.0
1310,202007,제주,화장품 및 방향제 소매업,701543060.0
1311,202007,제주,휴양콘도 운영업,231265603.0
164,202004,광주,건강보조식품 소매업,653594136.0
165,202004,광주,골프장 운영업,475699272.0
166,202004,광주,과실 및 채소 소매업,4520900043.0
167,202004,광주,관광 민예품 및 선물용품 소매업,40112464.0
168,202004,광주,그외 기타 분류안된 오락관련 서비스업,0.0
169,202004,광주,그외 기타 스포츠시설 운영업,12878095.0
170,202004,광주,그외 기타 종합 소매업,2692781342.0
171,202004,광주,기타 대형 종합 소매업,14651510372.0
172,202004,광주,기타 수상오락 서비스업,0.0
173,202004,광주,기타 외국식 음식점업,883808891.0
174,202004,광주,기타 주점업,551964124.0
175,202004,광주,기타음식료품위주종합소매업,1658051513.0
176,202004,광주,내항 여객 운송업,0.0
177,202004,광주,마사지업,85390648.0
178,202004,광주,면세점,0.0
179,202004,광주,버스 운송업,12938348.0
180,202004,광주,비알콜 음료점업,3035546420.0
181,202004,광주,빵 및 과자류 소매업,3438128660.0
182,202004,광주,서양식 음식점업,5220087230.0
183,202004,광주,수산물 소매업,1724504959.0
184,202004,광주,슈퍼마켓,41782166915.0
185,202004,광주,스포츠 및 레크레이션 용품 임대업,5955620003.0
186,202004,광주,여관업,497835918.0
187,202004,광주,여행사업,0.0
188,202004,광주,욕탕업,469042764.0
189,202004,광주,육류 소매업,5640502527.0
190,202004,광주,일반유흥 주점업,1224935686.0
191,202004,광주,일식 음식점업,1118591817.0
192,202004,광주,자동차 임대업,5894444.0
193,202004,광주,전시 및 행사 대행업,18669717.0
194,202004,광주,정기 항공 운송업,0.0
195,202004,광주,중식 음식점업,2386631869.0
196,202004,광주,차량용 가스 충전업,1349201136.0
197,202004,광주,차량용 주유소 운영업,24908071852.0
198,202004,광주,체인화 편의점,16307416515.0
199,202004,광주,택시 운송업,0.0
200,202004,광주,피자 햄버거 샌드위치 및 유사 음식점업,2535055856.0
201,202004,광주,한식 음식점업,47232682655.0
202,202004,광주,호텔업,69331959.0
203,202004,광주,화장품 및 방향제 소매업,1589148853.0
204,202004,광주,휴양콘도 운영업,0.0
861,202007,광주,건강보조식품 소매업,618770427.0
862,202007,광주,골프장 운영업,454156514.0
863,202007,광주,과실 및 채소 소매업,3345148781.0
864,202007,광주,관광 민예품 및 선물용품 소매업,20759586.0
865,202007,광주,그외 기타 분류안된 오락관련 서비스업,0.0
866,202007,광주,그외 기타 스포츠시설 운영업,11419846.0
867,202007,광주,그외 기타 종합 소매업,2151768834.0
868,202007,광주,기타 대형 종합 소매업,14519773050.0
869,202007,광주,기타 수상오락 서비스업,0.0
870,202007,광주,기타 외국식 음식점업,1017897881.0
871,202007,광주,기타 주점업,532859338.0
872,202007,광주,기타음식료품위주종합소매업,1531980360.0
873,202007,광주,내항 여객 운송업,0.0
874,202007,광주,마사지업,106175068.0
875,202007,광주,면세점,0.0
876,202007,광주,버스 운송업,17824276.0
877,202007,광주,비알콜 음료점업,3280155822.0
878,202007,광주,빵 및 과자류 소매업,3343707452.0
879,202007,광주,서양식 음식점업,5053307340.0
880,202007,광주,수산물 소매업,1115226454.0
881,202007,광주,슈퍼마켓,43784689004.0
882,202007,광주,스포츠 및 레크레이션 용품 임대업,4775870705.0
883,202007,광주,여관업,498218925.0
884,202007,광주,여행사업,0.0
885,202007,광주,욕탕업,423723262.0
886,202007,광주,육류 소매업,4936916321.0
887,202007,광주,일반유흥 주점업,1278941817.0
888,202007,광주,일식 음식점업,1161511628.0
889,202007,광주,자동차 임대업,6566672.0
890,202007,광주,전시 및 행사 대행업,25351521.0
891,202007,광주,정기 항공 운송업,0.0
892,202007,광주,중식 음식점업,2863236337.0
893,202007,광주,차량용 가스 충전업,1295372261.0
894,202007,광주,차량용 주유소 운영업,29660962879.0
895,202007,광주,체인화 편의점,17729665963.0
896,202007,광주,택시 운송업,0.0
897,202007,광주,피자 햄버거 샌드위치 및 유사 음식점업,2659673954.0
898,202007,광주,한식 음식점업,56276237937.0
899,202007,광주,호텔업,65955565.0
900,202007,광주,화장품 및 방향제 소매업,1632906393.0
901,202007,광주,휴양콘도 운영업,0.0
410,202004,울산,건강보조식품 소매업,140961464.0
411,202004,울산,골프장 운영업,1346582095.0
412,202004,울산,과실 및 채소 소매업,1569778775.0
413,202004,울산,관광 민예품 및 선물용품 소매업,4540906.0
414,202004,울산,그외 기타 분류안된 오락관련 서비스업,0.0
415,202004,울산,그외 기타 스포츠시설 운영업,5622435.0
416,202004,울산,그외 기타 종합 소매업,4001326233.0
417,202004,울산,기타 대형 종합 소매업,12374439352.0
418,202004,울산,기타 수상오락 서비스업,0.0
419,202004,울산,기타 외국식 음식점업,864120168.0
420,202004,울산,기타 주점업,453907375.0
421,202004,울산,기타음식료품위주종합소매업,2817426961.0
422,202004,울산,내항 여객 운송업,0.0
423,202004,울산,마사지업,44152432.0
424,202004,울산,면세점,0.0
425,202004,울산,버스 운송업,3220182.0
426,202004,울산,비알콜 음료점업,1565081674.0
427,202004,울산,빵 및 과자류 소매업,1675735932.0
428,202004,울산,서양식 음식점업,2380631126.0
429,202004,울산,수산물 소매업,590715446.0
430,202004,울산,슈퍼마켓,22458834202.0
431,202004,울산,스포츠 및 레크레이션 용품 임대업,1956075506.0
432,202004,울산,여관업,332204820.0
433,202004,울산,여행사업,1073315.0
434,202004,울산,욕탕업,450398646.0
435,202004,울산,육류 소매업,5665380235.0
436,202004,울산,일반유흥 주점업,1606806253.0
437,202004,울산,일식 음식점업,832466727.0
438,202004,울산,자동차 임대업,6631417.0
439,202004,울산,전시 및 행사 대행업,5449556.0
440,202004,울산,정기 항공 운송업,0.0
441,202004,울산,중식 음식점업,1225531783.0
442,202004,울산,차량용 가스 충전업,383082019.0
443,202004,울산,차량용 주유소 운영업,21084809621.0
444,202004,울산,체인화 편의점,7808123096.0
445,202004,울산,택시 운송업,0.0
446,202004,울산,피자 햄버거 샌드위치 및 유사 음식점업,2002572055.0
447,202004,울산,한식 음식점업,27808799405.0
448,202004,울산,호텔업,139065555.0
449,202004,울산,화장품 및 방향제 소매업,814646106.0
450,202004,울산,휴양콘도 운영업,0.0
1107,202007,울산,건강보조식품 소매업,170493577.0
1108,202007,울산,골프장 운영업,1132556339.0
1109,202007,울산,과실 및 채소 소매업,1165681038.0
1110,202007,울산,관광 민예품 및 선물용품 소매업,7373547.0
1111,202007,울산,그외 기타 분류안된 오락관련 서비스업,0.0
1112,202007,울산,그외 기타 스포츠시설 운영업,6796921.0
1113,202007,울산,그외 기타 종합 소매업,3385206145.0
1114,202007,울산,기타 대형 종합 소매업,15275623474.0
1115,202007,울산,기타 수상오락 서비스업,0.0
1116,202007,울산,기타 외국식 음식점업,1010733744.0
1117,202007,울산,기타 주점업,351408888.0
1118,202007,울산,기타음식료품위주종합소매업,3023973389.0
1119,202007,울산,내항 여객 운송업,0.0
1120,202007,울산,마사지업,49972708.0
1121,202007,울산,면세점,0.0
1122,202007,울산,버스 운송업,3330191.0
1123,202007,울산,비알콜 음료점업,1773924301.0
1124,202007,울산,빵 및 과자류 소매업,1377433411.0
1125,202007,울산,서양식 음식점업,2819333530.0
1126,202007,울산,수산물 소매업,479381270.0
1127,202007,울산,슈퍼마켓,18716841157.0
1128,202007,울산,스포츠 및 레크레이션 용품 임대업,1739184054.0
1129,202007,울산,여관업,357636155.0
1130,202007,울산,여행사업,1150450.0
1131,202007,울산,욕탕업,393394673.0
1132,202007,울산,육류 소매업,6271185285.0
1133,202007,울산,일반유흥 주점업,2040826355.0
1134,202007,울산,일식 음식점업,957225507.0
1135,202007,울산,자동차 임대업,10603230.0
1136,202007,울산,전시 및 행사 대행업,31862142.0
1137,202007,울산,정기 항공 운송업,0.0
1138,202007,울산,중식 음식점업,1557165483.0
1139,202007,울산,차량용 가스 충전업,428323796.0
1140,202007,울산,차량용 주유소 운영업,25241410050.0
1141,202007,울산,체인화 편의점,9983738735.0
1142,202007,울산,택시 운송업,0.0
1143,202007,울산,피자 햄버거 샌드위치 및 유사 음식점업,1956895506.0
1144,202007,울산,한식 음식점업,32843001783.0
1145,202007,울산,호텔업,149973271.0
1146,202007,울산,화장품 및 방향제 소매업,797799017.0
1147,202007,울산,휴양콘도 운영업,0.0
369,202004,세종,건강보조식품 소매업,23154953.0
370,202004,세종,골프장 운영업,506567182.0
371,202004,세종,과실 및 채소 소매업,702145197.0
372,202004,세종,관광 민예품 및 선물용품 소매업,0.0
373,202004,세종,그외 기타 분류안된 오락관련 서비스업,0.0
374,202004,세종,그외 기타 스포츠시설 운영업,0.0
375,202004,세종,그외 기타 종합 소매업,28431918.0
376,202004,세종,기타 대형 종합 소매업,2778584783.0
377,202004,세종,기타 수상오락 서비스업,0.0
378,202004,세종,기타 외국식 음식점업,178435768.0
379,202004,세종,기타 주점업,24239304.0
380,202004,세종,기타음식료품위주종합소매업,1357478855.0
381,202004,세종,내항 여객 운송업,0.0
382,202004,세종,마사지업,21449333.0
383,202004,세종,면세점,0.0
384,202004,세종,버스 운송업,0.0
385,202004,세종,비알콜 음료점업,383935763.0
386,202004,세종,빵 및 과자류 소매업,448014337.0
387,202004,세종,서양식 음식점업,564000547.0
388,202004,세종,수산물 소매업,65247542.0
389,202004,세종,슈퍼마켓,3058659902.0
390,202004,세종,스포츠 및 레크레이션 용품 임대업,241441204.0
391,202004,세종,여관업,8249846.0
392,202004,세종,여행사업,0.0
393,202004,세종,욕탕업,27392704.0
394,202004,세종,육류 소매업,572284728.0
395,202004,세종,일반유흥 주점업,52712462.0
396,202004,세종,일식 음식점업,133954827.0
397,202004,세종,자동차 임대업,0.0
398,202004,세종,전시 및 행사 대행업,7107203.0
399,202004,세종,정기 항공 운송업,0.0
400,202004,세종,중식 음식점업,449300723.0
401,202004,세종,차량용 가스 충전업,65307753.0
402,202004,세종,차량용 주유소 운영업,4107660650.0
403,202004,세종,체인화 편의점,1888153052.0
404,202004,세종,택시 운송업,0.0
405,202004,세종,피자 햄버거 샌드위치 및 유사 음식점업,334772806.0
406,202004,세종,한식 음식점업,4339565947.0
407,202004,세종,호텔업,0.0
408,202004,세종,화장품 및 방향제 소매업,64661142.0
409,202004,세종,휴양콘도 운영업,0.0
1066,202007,세종,건강보조식품 소매업,24076629.0
1067,202007,세종,골프장 운영업,383660121.0
1068,202007,세종,과실 및 채소 소매업,793497558.0
1069,202007,세종,관광 민예품 및 선물용품 소매업,0.0
1070,202007,세종,그외 기타 분류안된 오락관련 서비스업,0.0
1071,202007,세종,그외 기타 스포츠시설 운영업,0.0
1072,202007,세종,그외 기타 종합 소매업,25496311.0
1073,202007,세종,기타 대형 종합 소매업,2432804394.0
1074,202007,세종,기타 수상오락 서비스업,0.0
1075,202007,세종,기타 외국식 음식점업,180715813.0
1076,202007,세종,기타 주점업,24759874.0
1077,202007,세종,기타음식료품위주종합소매업,1140340009.0
1078,202007,세종,내항 여객 운송업,0.0
1079,202007,세종,마사지업,22231487.0
1080,202007,세종,면세점,0.0
1081,202007,세종,버스 운송업,0.0
1082,202007,세종,비알콜 음료점업,417807167.0
1083,202007,세종,빵 및 과자류 소매업,391578898.0
1084,202007,세종,서양식 음식점업,588853399.0
1085,202007,세종,수산물 소매업,59178735.0
1086,202007,세종,슈퍼마켓,3057590904.0
1087,202007,세종,스포츠 및 레크레이션 용품 임대업,186100117.0
1088,202007,세종,여관업,8363854.0
1089,202007,세종,여행사업,0.0
1090,202007,세종,욕탕업,39930197.0
1091,202007,세종,육류 소매업,533651610.0
1092,202007,세종,일반유흥 주점업,73687894.0
1093,202007,세종,일식 음식점업,154474856.0
1094,202007,세종,자동차 임대업,0.0
1095,202007,세종,전시 및 행사 대행업,8679933.0
1096,202007,세종,정기 항공 운송업,0.0
1097,202007,세종,중식 음식점업,585946217.0
1098,202007,세종,차량용 가스 충전업,78739282.0
1099,202007,세종,차량용 주유소 운영업,4495740912.0
1100,202007,세종,체인화 편의점,2198149148.0
1101,202007,세종,택시 운송업,0.0
1102,202007,세종,피자 햄버거 샌드위치 및 유사 음식점업,350149424.0
1103,202007,세종,한식 음식점업,5091963170.0
1104,202007,세종,호텔업,0.0
1105,202007,세종,화장품 및 방향제 소매업,69032900.0
1106,202007,세종,휴양콘도 운영업,0.0
